current_product_stock,price_inr,days_from_start,product_category_Electronics,product_category_Fashion,product_category_Groceries & Beverages,product_category_Gym Products,product_category_Stationery & School Products,product_id_P001,product_id_P002,product_id_P003,product_id_P004,product_id_P005,product_id_P006,product_id_P007,product_id_P008,product_id_P009,product_id_P010,product_id_P011,product_id_P012,product_id_P013,product_id_P014,product_id_P015,order_month_1,order_month_2,order_month_3,order_month_4,order_month_5,order_month_6,order_month_7,order_month_8,order_month_9,order_month_10,order_month_11,order_month_12,week_of_month_1,week_of_month_2,week_of_month_3,week_of_month_4,week_of_month_5
0.08982981156762307,-0.4730520609450692,-1.6987863013134203,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.5436229747158308,-0.4773078315120481,-1.6987863013134203,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.40229486303506024,-0.4645405198111114,-1.697310634709529,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.7085057716767298,3.335862596501053,-1.697310634709529,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.8102956616372848,3.335862596501053,-1.6943593015017462,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.9346664122576818,-0.4262385847083012,-1.6943593015017462,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3.2772834732250025,-0.4262385847083012,-1.6928836348978546,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.6782211763165646,0.14829044183385134,-1.6928836348978546,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.48894245531553265,0.14829044183385134,-1.6914079682939633,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.18152483640812303,-0.39644819073944887,-1.6914079682939633,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.20123879939396397,-0.4730520609450692,-1.689932301690072,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
-0.7867409763571563,3.335862596501053,-1.6884566350861805,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.48557750027551433,0.14829044183385134,-1.6869809684822892,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.7135532042367574,-0.4560289786771536,-1.6869809684822892,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.27947400407439055,-0.23472890919425035,-1.6855053018783976,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.7909471701571793,3.335862596501053,-1.6855053018783976,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.07048132008751758,-0.39644819073944887,-1.6840296352745063,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.8346915856774179,1.2973484949181564,-1.6840296352745063,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
-0.06411688151321632,-0.23472890919425035,-1.6840296352745063,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
